Make,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age
فولكسفاجن,48000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,3.0,0,1,0,1,1,0,0,0,3.0,20
بي,59000,أسود ميتالك,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3000,190000.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,1,1,0,1,4.0,21
كيا,53000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,998,39000.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,0,0,1,1,1,4.0,5
اوبل,17000,أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1800,,إمكانية التقسيط,للبيع أو التبديل,3.0,1,0,0,1,0,1,1,0,4.0,37
كيا,49000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,14
هونداي,74900,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,50000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,0,1,0,1,1,1,4.0,5
فولكسفاجن,43000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,4.0,21
كيا,73000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,119000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,6
مرسيدس,39000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2300,250000.0,نقدا فقط,للبيع أو التبديل,1.0,0,1,0,1,0,1,0,1,4.0,26
فيات,33000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,750000.0,نقدا فقط,للبيع أو التبديل,9.0,1,1,1,1,0,0,0,1,4.0,16
هونداي,66000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,15000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,65000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,47900.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,4.0,12
فولكسفاجن,77000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,0.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,11
فورد,35000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,190.0,نقدا فقط,للبيع فقط,3.0,1,0,0,1,0,1,0,1,4.0,11
سيت,145000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,250000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,1
كيا,45000,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,,إمكانية التقسيط,للبيع فقط,,1,1,1,1,0,0,1,1,4.0,12
مرسيدس,125000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,950000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,8
هونداي,48000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,16
ستروين,65000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,0,1,4.0,10
فيات,42000,فضي,ديزل,تأجير,فلسطينية,عادي,الكتروني,1950,,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,0,0,1,6.0,14
بي,29000,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000.0,إمكانية التقسيط,للبيع فقط,0.0,0,0,0,0,0,0,0,0,4.0,4
سكودا,107000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,0,0,0,1,0,1,4.0,5
كيا,95000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,110000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,6.0,10
اوبل,32000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2200,,نقدا فقط,للبيع فقط,1.0,1,1,0,1,1,1,0,1,6.0,21
فولكسفاجن,69000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,36.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,3
ستروين,75000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,140000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,0,1,1,4.0,7
بيجو,37000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80.0,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,0,1,1,1,1,0,3.0,16
فولكسفاجن,125000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,8
كيا,82000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,43000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,,5
فولكسفاجن,66000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,85.0,نقدا فقط,للبيع فقط,5.0,1,0,0,0,0,1,0,0,4.0,6
اوبل,30000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,,0,0,0,1,0,1,0,1,4.0,21
مرسيدس,69000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,115.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,,15
فولكسفاجن,16000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,0.0,نقدا فقط,للبيع أو التبديل,1.0,1,0,1,1,0,1,0,1,7.0,6
فولكسفاجن,105000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,78000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,0,0,1,6.0,7
كيا,62000,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,1.0,1,1,1,0,1,1,0,1,4.0,10
نيسان,84000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,28654.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,4
سكودا,66000,أبيض عاجي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,400000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,8
سكودا,90000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,6
مازدا,23000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,123.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,1,1,0,1,4.0,28
بيجو,25000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,105000.0,نقدا فقط,للبيع فقط,,1,1,0,1,0,0,0,0,4.0,16
هونداي,40000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,85000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,4.0,15
اوبل,49000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,0,1,4.0,10
فولكسفاجن,70000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,0,1,4.0,8
بيجو,30000,أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,200069.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,1,0,1,4.0,15
اوبل,46000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,60000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,12
فولكسفاجن,45000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,25000.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,0,1,4.0,15
فولكسفاجن,265000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,90000.0,إمكانية التقسيط,للبيع فقط,,1,1,1,1,1,1,1,1,,7
كيا,37000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,16
اوبل,35500,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,128000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,0,0,1,1,0,1,0,0,4.0,14
ستروين,110000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,110000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,0,1,0,1,0,1,7.0,8
فيات,23000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,224000.0,إمكانية التقسيط,للبيع فقط,3.0,0,1,1,1,0,1,1,1,4.0,21
اوبل,22000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,180000.0,نقدا فقط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,4.0,14
هونداي,135999,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,67.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,6.0,4
كيا,75000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,3.0,9
فولكسفاجن,62000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,95000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,6
كيا,114900,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,24000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,4
هونداي,42000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,80000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,16
كيا,11500,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,62000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,6.0,9
سكودا,107000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,34000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,4.0,4
فولكسفاجن,17000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0.0,إمكانية التقسيط,للبيع فقط,5.0,0,1,1,1,0,1,1,0,4.0,25
فولكسفاجن,75000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,1,1,0,1,0,1,0,1,4.0,12
فولكسفاجن,118000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,9
كيا,112000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,0,1,4.0,3
هونداي,12000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,7500000.0,نقدا فقط,للبيع أو التبديل,4.0,1,0,0,1,0,1,0,0,4.0,25
مرسيدس,18000,رصاصي,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2800,,إمكانية التقسيط,للبيع أو التبديل,,1,0,1,1,0,0,1,0,4.0,38
فولكسفاجن,87000,برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,300000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,7.0,9
فولكسفاجن,74000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,0,1,1,6.0,9
فولكسفاجن,167000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,68000.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,7
فيات,33000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,2.0,0,0,0,1,0,1,0,0,,19
مرسيدس,170000,أزرق,ديزل,تجاري,فلسطينية,عادي,الكتروني,240,390300.0,نقدا فقط,للبيع فقط,1.0,0,0,0,0,0,0,0,0,,14
فولكسفاجن,72000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,0,1,0,1,0,1,6.0,12
سكودا,68000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,11
هونداي,68000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,11
هونداي,82500,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,51000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,10
ستروين,1900,سكني,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,1,1,5.0,23
بي,35000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,1,1,1,1,4.0,35
اوبل,12000,أحمر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,5855558.0,إمكانية التقسيط,للبيع أو التبديل,10.0,0,1,1,1,0,1,1,1,4.0,24
هونداي,32000,سكني,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,0.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,0,0,1,4.0,14
بي,64000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,160000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,24
اوبل,7200,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,1,0,0,4.0,39
مرسيدس,135000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,,نقدا فقط,للبيع فقط,,1,1,1,0,0,0,0,1,6.0,12
هونداي,54000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,76000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,,10
بي,750000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,20000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,6.0,4
فولكسفاجن,125000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,0,1,4.0,9
هونداي,30000,كحلي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,4000.0,نقدا فقط,للبيع أو التبديل,5.0,1,1,1,1,1,1,0,1,,14
اوبل,46000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,97000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,0,1,4.0,7
فيات,7500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,0.0,إمكانية التقسيط,للبيع أو التبديل,7.0,0,0,0,1,0,0,0,0,4.0,35
كيا,98000,أبيض,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,34000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,4
فيات,13000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,900,,نقدا فقط,للبيع أو التبديل,5.0,0,0,1,1,0,1,1,0,,48
مرسيدس,50000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2700,777777.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,0,1,1,1,4.0,21
سكودا,86000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,129000.0,إمكانية التقسيط,للبيع فقط,0.0,1,1,0,1,0,1,0,1,4.0,8
اودي,130000,رمادي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,90000.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,11
بي,26000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,363636.0,نقدا فقط,للبيع فقط,6.0,1,1,1,1,0,1,1,1,,36
سكودا,82000,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,8
اوبل,12000,أخضر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,نقدا فقط,للبيع فقط,2.0,0,0,0,0,0,0,0,0,4.0,40
مازدا,139500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1950,38500.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,3
فيات,30000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,120000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,0,1,1,0,0,0,1,4.0,14
بيجو,29990,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,,12
اوبل,43000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,1,1,1,0,0,0,1,4.0,17
بيجو,10000,أحمر,ديزل,خصوصي,فلسطينية,عادي,يدوي,1400,20000.0,نقدا فقط,للبيع فقط,0.0,0,0,0,1,0,0,0,0,4.0,38
كيا,83000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,93000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,0,1,4.0,8
فولكسفاجن,36000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,148000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,4.0,15
هونداي,56500,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,110.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,11
