Make,Year,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Additions,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,Drive Type
سيت ليون,2018,83000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,58000,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
فولكسفاجن باسات,2006,67500,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,١٢٣٠٠٠,إمكانية التقسيط,للبيع فقط,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
سكودا سوبيرب,2013,85000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٢٠٠الف,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
اوبل كورسا,2016,50000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
فرش جلد",1,1,0,0,0,1,1,0,4+1,
كيا سبورتاج,2014,89000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,81000,نقدا فقط,للبيع أو التبديل,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
بي ام دبليو ٣٣٠i,2006,155000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,1,1,1,1,4+1,
كيا مورننغ,2015,33500,سكني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1000,130,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,,
فولكسفاجن جولف,2003,50000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
فيات ٢٠١٦,2016,62000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1300,,إمكانية التقسيط,للبيع أو التبديل,١,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,0,1,0,1,0,1,4+1,
فورد فيستا,2014,55000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,39000,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,
كيا مورننغ,2018,54000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,11,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,دفع خلفي
هونداي اكسنت,2012,50000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
بيجو 208,2019,65000,بنفسجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,90000,إمكانية التقسيط,للبيع أو التبديل,ايد اوله,,0,0,0,0,0,0,0,0,4+1,دفع أمامي
كيا سبورتاج,2012,82000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000,نقدا فقط,للبيع فقط,,,0,0,0,0,0,0,0,0,4+1,دفع رباعي 4x4
تويوتا كورولا,1998,44000,بنفسجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,1,1,1,٤+١,
رينو R9,1986,7500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,00000,نقدا فقط,للبيع أو التبديل,0,"مسجل CD
جنطات مغنيسيوم",0,0,0,1,0,1,0,0,4+1,
هونداي كونا,2019,105000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,39000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
أفيكو ديلي,2015,73000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,5200,350000,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,2+1,
ميتسوبيشي لانسر,1991,14000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,يد ٧,"إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",0,1,0,1,0,1,0,0,4+1,
فولكسفاجن توران,2012,90000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,175000,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
هونداي اكسنت,2014,68000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,69000,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فولكسفاجن كادي,2009,55000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",1,1,0,1,0,1,0,0,6+1,
هونداي الانترا,2012,50000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد",1,0,1,1,1,1,1,0,4+1,
فولفو Fl6,1993,50000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,180,0000000000,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد",1,1,1,1,1,0,1,0,2+1,دفع خلفي
هونداي توسان,2014,89999,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,68000,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
هونداي توسان,2018,100000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,56000,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
سكودا اوكتافيا,2013,77000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
هونداي اكسنت,2014,69000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,33000,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,,
ايسوزو تروبر,1999,59000,ذهبي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,18000000,إمكانية التقسيط,للبيع أو التبديل,5,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,1,1,1,6+1,
فورد فيستا,2012,40000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,نقدا فقط,للبيع فقط,٣,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,0,1,0,1,0,1,4+1,
فولكسفاجن بولو,1999,2000,كحلي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,9999999999,إمكانية التقسيط,للبيع أو التبديل,9,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",0,1,1,1,0,1,0,1,4+1,دفع أمامي
هونداي H1,1999,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,7+1,
فولكسفاجن جولف,2000,30000,أبيض عاجي,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,4,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,0,1,1,0,1,0,1,4+1,
فولكسفاجن باسات,2016,118000,أزرق سماوي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,19000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
هونداي H100,1999,65000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,يدوي,2400,,إمكانية التقسيط,للتبديل فقط,يد تاني,,0,0,0,0,0,0,0,0,2+1,
هونداي توسان,2006,55000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,000000,إمكانية التقسيط,للبيع أو التبديل,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
سكودا اوكتافيا,2016,99000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,92,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
اوبل استرا,1997,23000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,١٠٠,إمكانية التقسيط,للبيع فقط,يد رابعه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
كيا سبورتاج,2015,95000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,107000,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,دفع رباعي 4x4
فورد مونديو,2012,68000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,89000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
فولكسفاجن توران,2009,58000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,200,إمكانية التقسيط,للبيع أو التبديل,3,"جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية",0,0,1,1,1,0,0,1,6+1,دفع أمامي
هونداي 2018,2018,77000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40000,إمكانية التقسيط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
كيا سبورتاج,2016,98000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,9000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
كيا سبورتاج,2012,65000,بترولي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,2000,١٥٠٠٠٠,إمكانية التقسيط,للبيع فقط,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم",1,1,1,1,1,1,0,0,4+1,
كيا سول,2015,78000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,36000,إمكانية التقسيط,للبيع أو التبديل,مستورد,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
نيسان ميكرا,2016,52000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,60000,نقدا فقط,للبيع فقط,يد صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,دفع أمامي
بي ام دبليو 735i,2002,70000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,1,1,1,1,4+1,
هونداي اكسنت,2014,59000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٥٥٠٠٠,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
اوبل اسكونا,1984,18000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,"إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد",0,1,1,1,1,1,1,0,4+1,
سكودا اوكتافيا,2015,80000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,272000,نقدا فقط,للبيع فقط,يد رابعه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,1,1,0,1,4+1,
مرسيدس C200,2015,200000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,74500,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
كيا سورينتو,2017,164999,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,60380,إمكانية التقسيط,للبيع أو التبديل,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,6+1,
